Primary Column,Location,Field,Latitude,Longitude,PlantingDate
,	USMK 7H04	,	163N	,	39.79604	,	-84.76007	,	2022-05-03
,	USMK 7H04	,	102N	,	39.79604	,	-84.76007	,	2022-05-03
,	USMK 7H04	,	101N	,	39.79604	,	-84.76007	,	2022-05-03
,	USMK 7H21	,	101N	,	39.48582	,	-83.52094	,	2022-05-03
,	USMK 7H21	,	162N	,	39.48582	,	-83.52094	,	2022-05-03
,	USMK 8931	,	F4	,	39.882577	,	-75.92238	,	2022-05-17
,	USMK 8931	,	F5	,	39.882577	,	-75.92238	,	2022-05-17
,	USMK 8943	,	F3	,	38.735003	,	-75.810287	,	2022-05-02
,	USMK 8943	,	F1	,	38.735003	,	-75.810287	,	2022-05-02
,	USMK 8944	,	F2	,	39.611064	,	-75.392156	,	2022-05-18
,	USMK 8944	,	F1	,	39.611064	,	-75.392156	,	2022-05-18
,	USMK 8J35	,	F3	,	39.265093	,	-75.645134	,	2022-05-11
,	USMK 8J35	,	F1	,	39.265093	,	-75.645134	,	2022-05-11
,	USPH 5240	,	104C	,	42.593408	,	-99.994257	,	2022-05-28
,	USPH 5240	,	192N	,	42.593408	,	-99.994257	,	2022-05-28
,	USPH 5240	,	105N	,	42.593408	,	-99.994257	,	2022-05-28
,	USPH 5240	,	161N	,	42.593408	,	-99.994257	,	2022-05-27
,	USPH 5240	,	103N	,	42.593408	,	-99.994257	,	2022-05-27
,	USPH 5C10	,	192C	,	42.944567	,	-98.671014	,	2022-06-01
,	USPH 5C10	,	161N	,	42.944567	,	-98.671014	,	2022-06-01
,	USPH 6201	,	106N	,	41.291832	,	-99.86806799999999	,	2022-05-27
,	USPH 6201	,	105C	,	41.291832	,	-99.86806799999999	,	2022-05-27
,	USPH 6201	,	103N	,	41.291832	,	-99.86806799999999	,	2022-05-27
,	USPH 6201	,	104N	,	41.291832	,	-99.86806799999999	,	2022-05-27
,	USPH 6201	,	102N	,	41.291832	,	-99.86806799999999	,	2022-05-26
,	USPH 6201	,	161N	,	41.291832	,	-99.86806799999999	,	2022-05-26
,	USPH 6202	,	107C	,	41.291838	,	-99.86982	,	2022-05-26
,	USPH 6204	,	161N	,	41.317072	,	-99.848834	,	2022-05-27
,	USPH 6204	,	102N	,	41.317072	,	-99.848834	,	2022-05-27
,	USPH 6222	,	101N	,	41.21865	,	-101.054041	,	2022-06-06
,	USPH 6310	,	198N	,	42.497908	,	-98.73556000000001	,	2022-05-17
,	USPH 6310	,	110N	,	42.497908	,	-98.73556000000001	,	2022-05-17
,	USPH 6310	,	111C	,	42.497908	,	-98.73556000000001	,	2022-05-17
,	USPH 6310	,	168N	,	42.497908	,	-98.73556000000001	,	2022-05-17
,	USPH 6310	,	109N	,	42.497908	,	-98.73556000000001	,	2022-05-17
,	USPH 6310	,	107N	,	42.497908	,	-98.73556000000001	,	2022-05-17
,	USPH 6310	,	105N	,	42.497908	,	-98.73556000000001	,	2022-05-16
,	USPH 6310	,	101N	,	42.497908	,	-98.73556000000001	,	2022-05-16
,	USPH 6310	,	106N	,	42.497908	,	-98.73556000000001	,	2022-05-16
,	USPH 6310	,	103N	,	42.497908	,	-98.73556000000001	,	2022-05-16
,	USPH 6310	,	104N	,	42.497908	,	-98.73556000000001	,	2022-05-16
,	USPH 6310	,	102N	,	42.497908	,	-98.73556000000001	,	2022-05-16
,	USPH 6320	,	101N	,	42.057271	,	-97.896703	,	2022-05-27
,	USPH 6320	,	105N	,	42.057271	,	-97.896703	,	2022-05-27
,	USPH 6320	,	102N	,	42.057271	,	-97.896703	,	2022-05-27
,	USPH 6320	,	104N	,	42.057271	,	-97.896703	,	2022-05-27
,	USPH 6320	,	103N	,	42.057271	,	-97.896703	,	2022-05-27
,	USPH 6320	,	196C	,	42.057271	,	-97.896703	,	2022-05-26
,	USPH 6320	,	166N	,	42.057271	,	-97.896703	,	2022-05-26
,	USPH 6B19	,	161N	,	41.073468	,	-101.432917	,	2022-05-28
,	USPH 6B19	,	192C	,	41.073468	,	-101.432917	,	2022-05-28
,	USPH 6C02	,	192N	,	42.14841	,	-98.23391100000001	,	2022-05-31
,	USPH 6C02	,	161N	,	42.14841	,	-98.23391100000001	,	2022-05-31
,	USPH 6C13	,	161N	,	41.634363	,	-98.967868	,	2022-06-09
,	USPH 6C14	,	102C	,	41.752721	,	-98.518111	,	2022-06-03
,	USPH 6C14	,	161N	,	41.752721	,	-98.518111	,	2022-06-03
,	USPH 6C17	,	161N	,	41.227757	,	-98.078262	,	2022-06-02
,	USPH 6C17	,	102N	,	41.227757	,	-98.078262	,	2022-06-02
,	USPH 6C18	,	161N	,	41.240351	,	-98.020866	,	2022-06-02
,	USPH 7234	,	110N	,	40.257204	,	-100.84125	,	2022-06-04
,	USPH 7234	,	105N	,	40.257204	,	-100.84125	,	2022-06-04
,	USPH 7234	,	103N	,	40.257204	,	-100.84125	,	2022-06-04
,	USPH 7234	,	161N	,	40.257204	,	-100.84125	,	2022-06-04
,	USPH 7234	,	108N	,	40.257204	,	-100.84125	,	2022-06-04
,	USPH 7235	,	207N	,	40.257249	,	-100.837056	,	2022-06-02
,	USPH 7235	,	210N	,	40.257249	,	-100.837056	,	2022-06-02
,	USPH 7235	,	211N	,	40.257249	,	-100.837056	,	2022-06-02
,	USPH 7235	,	209N	,	40.257249	,	-100.837056	,	2022-06-02
,	USPH 7235	,	261N	,	40.257249	,	-100.837056	,	2022-06-02
,	USPH 7235	,	206N	,	40.257249	,	-100.837056	,	2022-06-02
,	USPH 7235	,	208N	,	40.257249	,	-100.837056	,	2022-06-02
,	USPH 7235	,	202N	,	40.257249	,	-100.837056	,	2022-06-02
,	USPH 7235	,	205N	,	40.257249	,	-100.837056	,	2022-06-02
,	USPH 7235	,	204N	,	40.257249	,	-100.837056	,	2022-06-02
,	USPH 7235	,	203N	,	40.257249	,	-100.837056	,	2022-06-02
,	USPH 7236	,	361N	,	40.219603	,	-100.889817	,	2022-06-05
,	USPH 7243	,	181C	,	40.867461	,	-99.72982399999999	,	2022-05-17
,	USPH 7243	,	108N	,	40.867461	,	-99.72982399999999	,	2022-05-16
,	USPH 7243	,	169N	,	40.867461	,	-99.72982399999999	,	2022-05-16
,	USPH 7243	,	180N	,	40.867461	,	-99.72982399999999	,	2022-05-16
,	USPH 7243	,	106N	,	40.867461	,	-99.72982399999999	,	2022-05-12
,	USPH 7243	,	107C	,	40.867461	,	-99.72982399999999	,	2022-05-12
,	USPH 7243	,	102N	,	40.867461	,	-99.72982399999999	,	2022-05-11
,	USPH 7243	,	104N	,	40.867461	,	-99.72982399999999	,	2022-05-11
,	USPH 7243	,	105N	,	40.867461	,	-99.72982399999999	,	2022-05-11
,	USPH 7243	,	103N	,	40.867461	,	-99.72982399999999	,	2022-05-11
,	USPH 7243	,	101N	,	40.867461	,	-99.72982399999999	,	2022-05-10
,	USPH 7244	,	101N	,	40.869292	,	-99.729826	,	2022-05-31
,	USPH 7303	,	110N	,	40.455639	,	-98.979812	,	2022-05-22
,	USPH 7303	,	111N	,	40.455639	,	-98.979812	,	2022-05-22
,	USPH 7303	,	112N	,	40.455639	,	-98.979812	,	2022-05-22
,	USPH 7303	,	113N	,	40.455639	,	-98.979812	,	2022-05-22
,	USPH 7303	,	107N	,	40.455639	,	-98.979812	,	2022-05-21
,	USPH 7303	,	108N	,	40.455639	,	-98.979812	,	2022-05-21
,	USPH 7303	,	109N	,	40.455639	,	-98.979812	,	2022-05-21
,	USPH 7303	,	106N	,	40.455639	,	-98.979812	,	2022-05-20
,	USPH 7303	,	104N	,	40.455639	,	-98.979812	,	2022-05-19
,	USPH 7303	,	105N	,	40.455639	,	-98.979812	,	2022-05-19
,	USPH 7303	,	183C	,	40.455639	,	-98.979812	,	2022-05-19
,	USPH 7303	,	192C	,	40.455639	,	-98.979812	,	2022-05-18
,	USPH 7303	,	161 N	,	40.455639	,	-98.979812	,	2022-05-18
,	USPH 7307	,	105N	,	39.411919	,	-100.659597	,	2022-05-22
,	USPH 7307	,	108N	,	39.411919	,	-100.659597	,	2022-05-22
,	USPH 7308	,	208N	,	39.408658	,	-100.659595	,	2022-05-21
,	USPH 7308	,	203N	,	39.408658	,	-100.659595	,	2022-05-21
,	USPH 7308	,	209N	,	39.408658	,	-100.659595	,	2022-05-21
,	USPH 7308	,	205N	,	39.408658	,	-100.659595	,	2022-05-21
,	USPH 7308	,	207N	,	39.408658	,	-100.659595	,	2022-05-21
,	USPH 7308	,	206N	,	39.408658	,	-100.659595	,	2022-05-21
,	USPH 7308	,	210N	,	39.408658	,	-100.659595	,	2022-05-21
,	USPH 7308	,	204N	,	39.408658	,	-100.659595	,	2022-05-21
,	USPH 7308	,	202C	,	39.408658	,	-100.659595	,	2022-05-20
,	USPH 7308	,	200N	,	39.408658	,	-100.659595	,	2022-05-19
,	USPH 7308	,	261N	,	39.408658	,	-100.659595	,	2022-05-19
,	USPH 7309	,	302N	,	39.399417	,	-100.664004	,	2022-05-17
,	USPH 7309	,	303N	,	39.399417	,	-100.664004	,	2022-05-17
,	USPH 7309	,	361N	,	39.399417	,	-100.664004	,	2022-05-17
,	USPH 7311	,	189C	,	40.491951	,	-98.477636	,	2022-05-17
,	USPH 7311	,	108N	,	40.491951	,	-98.477636	,	2022-05-16
,	USPH 7311	,	106N	,	40.491951	,	-98.477636	,	2022-05-16
,	USPH 7311	,	167N	,	40.491951	,	-98.477636	,	2022-05-16
,	USPH 7311	,	103C	,	40.491951	,	-98.477636	,	2022-05-14
,	USPH 7311	,	101N	,	40.491951	,	-98.477636	,	2022-05-14
,	USPH 7311	,	105N	,	40.491951	,	-98.477636	,	2022-05-14
,	USPH 7311	,	104N	,	40.491951	,	-98.477636	,	2022-05-14
,	USPH 7311	,	102N	,	40.491951	,	-98.477636	,	2022-05-14
,	USPH 7324	,	104N	,	40.871343	,	-98.075898	,	2022-05-21
,	USPH 7324	,	102N	,	40.871343	,	-98.075898	,	2022-05-20
,	USPH 7324	,	103N	,	40.871343	,	-98.075898	,	2022-05-20
,	USPH 7B45	,	161N	,	40.280913	,	-99.90957	,	2022-04-27
,	USPH 7B45	,	192N	,	40.280913	,	-99.90957	,	2022-04-27
,	USSL 4523	,	191N	,	43.008724	,	-92.731658	,	2022-05-13
,	USSL 4523	,	102C	,	43.008724	,	-92.731658	,	2022-05-13
,	USSL 4523	,	101N	,	43.008724	,	-92.731658	,	2022-05-13
,	USSL 4523	,	161N	,	43.008724	,	-92.731658	,	2022-05-13
,	USSL 5420	,	105N	,	43.044219	,	-95.14415200000001	,	2022-05-20
,	USSL 5420	,	218N	,	43.044219	,	-95.14415200000001	,	2022-05-20
,	USSL 5420	,	111N	,	43.044219	,	-95.14415200000001	,	2022-05-20
,	USSL 5420	,	291N	,	43.044219	,	-95.14415200000001	,	2022-05-20
,	USSL 5420	,	108N	,	43.044219	,	-95.14415200000001	,	2022-05-20
,	USSL 5420	,	219C	,	43.044219	,	-95.14415200000001	,	2022-05-20
,	USSL 5420	,	109N	,	43.044219	,	-95.14415200000001	,	2022-05-20
,	USSL 5420	,	107N	,	43.044219	,	-95.14415200000001	,	2022-05-20
,	USSL 5420	,	261N	,	43.044219	,	-95.14415200000001	,	2022-05-20
,	USSL 5420	,	110N	,	43.044219	,	-95.14415200000001	,	2022-05-20
,	USSL 5420	,	106N	,	43.044219	,	-95.14415200000001	,	2022-05-20
,	USSL 5420	,	216N	,	43.044219	,	-95.14415200000001	,	2022-05-19
,	USSL 5420	,	212N	,	43.044219	,	-95.14415200000001	,	2022-05-19
,	USSL 5420	,	217N	,	43.044219	,	-95.14415200000001	,	2022-05-19
,	USSL 5420	,	213N	,	43.044219	,	-95.14415200000001	,	2022-05-19
,	USSL 5420	,	214N	,	43.044219	,	-95.14415200000001	,	2022-05-19
,	USSL 5420	,	215N	,	43.044219	,	-95.14415200000001	,	2022-05-19
,	USSL 5420	,	104N	,	43.044219	,	-95.14415200000001	,	2022-05-18
,	USSL 5420	,	102N	,	43.044219	,	-95.14415200000001	,	2022-05-18
,	USSL 5420	,	101N	,	43.044219	,	-95.14415200000001	,	2022-05-18
,	USSL 5420	,	103N	,	43.044219	,	-95.14415200000001	,	2022-05-18
,	USSL 5424	,	108N	,	42.864113	,	-94.682478	,	2022-05-10
,	USSL 5424	,	107N	,	42.864113	,	-94.682478	,	2022-05-10
,	USSL 5424	,	105N	,	42.864113	,	-94.682478	,	2022-05-10
,	USSL 5424	,	191N	,	42.864113	,	-94.682478	,	2022-05-10
,	USSL 5424	,	106N	,	42.864113	,	-94.682478	,	2022-05-10
,	USSL 5424	,	109N	,	42.864113	,	-94.682478	,	2022-05-10
,	USSL 5424	,	161N	,	42.864113	,	-94.682478	,	2022-05-09
,	USSL 5424	,	103N	,	42.864113	,	-94.682478	,	2022-05-09
,	USSL 5424	,	102C	,	42.864113	,	-94.682478	,	2022-05-09
,	USSL 5424	,	104N	,	42.864113	,	-94.682478	,	2022-05-09
,	USSL 5500	,	114N	,	42.803742	,	-93.194912	,	2022-05-17
,	USSL 5500	,	111N	,	42.803742	,	-93.194912	,	2022-05-17
,	USSL 5500	,	115N	,	42.803742	,	-93.194912	,	2022-05-17
,	USSL 5500	,	105N	,	42.803742	,	-93.194912	,	2022-05-17
,	USSL 5500	,	106N	,	42.803742	,	-93.194912	,	2022-05-17
,	USSL 5500	,	104N	,	42.803742	,	-93.194912	,	2022-05-17
,	USSL 5500	,	107N	,	42.803742	,	-93.194912	,	2022-05-17
,	USSL 5500	,	113N	,	42.803742	,	-93.194912	,	2022-05-17
,	USSL 5500	,	112N	,	42.803742	,	-93.194912	,	2022-05-17
,	USSL 5500	,	110N	,	42.803742	,	-93.194912	,	2022-05-16
,	USSL 5500	,	101N	,	42.803742	,	-93.194912	,	2022-05-16
,	USSL 5500	,	102N	,	42.803742	,	-93.194912	,	2022-05-16
,	USSL 5500	,	103N	,	42.803742	,	-93.194912	,	2022-05-16
,	USSL 5500	,	108N	,	42.803742	,	-93.194912	,	2022-05-16
,	USSL 5500	,	109N	,	42.803742	,	-93.194912	,	2022-05-16
,	USSL 550B	,	106N	,	42.79846	,	-93.240863	,	2022-05-17
,	USSL 550B	,	104C	,	42.79846	,	-93.240863	,	2022-05-17
,	USSL 550B	,	163N	,	42.79846	,	-93.240863	,	2022-05-17
,	USSL 550B	,	193N	,	42.79846	,	-93.240863	,	2022-05-17
,	USSL 550B	,	181N	,	42.79846	,	-93.240863	,	2022-05-17
,	USSL 550B	,	105N	,	42.79846	,	-93.240863	,	2022-05-17
,	USSL 550B	,	108N	,	42.79846	,	-93.240863	,	2022-05-17
,	USSL 550B	,	182C	,	42.79846	,	-93.240863	,	2022-05-17
,	USSL 550B	,	107N	,	42.79846	,	-93.240863	,	2022-05-17
,	USSL 5511	,	104N	,	42.51327	,	-92.787519	,	2022-05-23
,	USSL 5511	,	105N	,	42.51327	,	-92.787519	,	2022-05-23
,	USSL 5511	,	191N	,	42.51327	,	-92.787519	,	2022-05-23
,	USSL 5511	,	103N	,	42.51327	,	-92.787519	,	2022-05-22
,	USSL 5511	,	102N	,	42.51327	,	-92.787519	,	2022-05-22
,	USSL 5511	,	161N	,	42.51327	,	-92.787519	,	2022-05-22
,	USSL 5516	,	102C	,	42.2965	,	-92.86150000000001	,	2022-05-14
,	USSL 5516	,	101C	,	42.2965	,	-92.86150000000001	,	2022-05-14
,	USSL 5D31	,	162N	,	43.137051	,	-93.91368300000001	,	2022-05-12
,	USSL 5D31	,	161N	,	43.137051	,	-93.91368300000001	,	2022-05-12
,	USSL 5D31	,	103C	,	43.137051	,	-93.91368300000001	,	2022-05-12
,	USSL 5D31	,	104N	,	43.137051	,	-93.91368300000001	,	2022-05-12
,	USSL 6415	,	109N	,	42.688357	,	-93.839274	,	2022-05-20
,	USSL 6415	,	107N	,	42.688357	,	-93.839274	,	2022-05-20
,	USSL 6415	,	108N	,	42.688357	,	-93.839274	,	2022-05-20
,	USSL 6415	,	191N	,	42.688357	,	-93.839274	,	2022-05-20
,	USSL 6415	,	103N	,	42.688357	,	-93.839274	,	2022-05-19
,	USSL 6415	,	105N	,	42.688357	,	-93.839274	,	2022-05-19
,	USSL 6415	,	106N	,	42.688357	,	-93.839274	,	2022-05-19
,	USSL 6415	,	104N	,	42.688357	,	-93.839274	,	2022-05-19
,	USSL 6415	,	161N	,	42.688357	,	-93.839274	,	2022-05-19
,	USSL 6415	,	102C	,	42.688357	,	-93.839274	,	2022-05-19
,	USSL 6416	,	191N	,	42.182943	,	-94.609382	,	2022-05-20
,	USSL 6416	,	161N	,	42.182943	,	-94.609382	,	2022-05-20
,	USSL 6416	,	105N	,	42.182943	,	-94.609382	,	2022-05-17
,	USSL 6416	,	103N	,	42.182943	,	-94.609382	,	2022-05-17
,	USSL 6416	,	104N	,	42.182943	,	-94.609382	,	2022-05-17
,	USSL 6416	,	107N	,	42.182943	,	-94.609382	,	2022-05-17
,	USSL 6416	,	106N	,	42.182943	,	-94.609382	,	2022-05-17
,	USSL 6416	,	102N	,	42.182943	,	-94.609382	,	2022-05-16
,	USSL 6416	,	101N	,	42.182943	,	-94.609382	,	2022-05-16
,	USSL 6418	,	114N	,	41.931574	,	-93.697526	,	2022-05-24
,	USSL 6418	,	112N	,	41.931574	,	-93.697526	,	2022-05-24
,	USSL 6418	,	115N	,	41.931574	,	-93.697526	,	2022-05-24
,	USSL 6418	,	110N	,	41.931574	,	-93.697526	,	2022-05-24
,	USSL 6418	,	103N	,	41.931574	,	-93.697526	,	2022-05-24
,	USSL 6418	,	113N	,	41.931574	,	-93.697526	,	2022-05-24
,	USSL 6418	,	105N	,	41.931574	,	-93.697526	,	2022-05-24
,	USSL 6418	,	106N	,	41.931574	,	-93.697526	,	2022-05-24
,	USSL 6418	,	109N	,	41.931574	,	-93.697526	,	2022-05-24
,	USSL 6418	,	111N	,	41.931574	,	-93.697526	,	2022-05-24
,	USSL 6418	,	108N	,	41.931574	,	-93.697526	,	2022-05-24
,	USSL 6418	,	107N	,	41.931574	,	-93.697526	,	2022-05-24
,	USSL 6418	,	104N	,	41.931574	,	-93.697526	,	2022-05-24
,	USSL 6418	,	101N	,	41.931574	,	-93.697526	,	2022-05-23
,	USSL 6418	,	102N	,	41.931574	,	-93.697526	,	2022-05-23
,	USSL 641B	,	105N	,	41.862991	,	-93.658427	,	2022-05-24
,	USSL 641B	,	102N	,	41.862991	,	-93.658427	,	2022-05-24
,	USSL 641B	,	104N	,	41.862991	,	-93.658427	,	2022-05-24
,	USSL 641B	,	103N	,	41.862991	,	-93.658427	,	2022-05-24
,	USSL 641B	,	106N	,	41.862991	,	-93.658427	,	2022-05-24
,	USSL 641B	,	101N	,	41.862991	,	-93.658427	,	2022-05-23
,	USSL 641C	,	108N	,	41.861293	,	-93.660888	,	2022-05-23
,	USSL 641C	,	103N	,	41.861293	,	-93.660888	,	2022-05-23
,	USSL 641C	,	105N	,	41.861293	,	-93.660888	,	2022-05-23
,	USSL 641C	,	106N	,	41.861293	,	-93.660888	,	2022-05-23
,	USSL 641C	,	101N	,	41.861293	,	-93.660888	,	2022-05-23
,	USSL 641C	,	102N	,	41.861293	,	-93.660888	,	2022-05-23
,	USSL 641C	,	107N	,	41.861293	,	-93.660888	,	2022-05-23
,	USSL 641C	,	104N	,	41.861293	,	-93.660888	,	2022-05-23
,	USSL 641D	,	183C	,	41.927569	,	-93.67947599999999	,	2022-06-01
,	USSL 641D	,	185N	,	41.927569	,	-93.67947599999999	,	2022-06-01
,	USSL 641D	,	187N	,	41.927569	,	-93.67947599999999	,	2022-06-01
,	USSL 641D	,	161N	,	41.927569	,	-93.67947599999999	,	2022-06-01
,	USSL 641D	,	102C	,	41.927569	,	-93.67947599999999	,	2022-06-01
,	USSL 641D	,	184C	,	41.927569	,	-93.67947599999999	,	2022-06-01
,	USSL 641D	,	186N	,	41.927569	,	-93.67947599999999	,	2022-06-01
,	USSL 641E	,	107C	,	41.884996	,	-93.712439	,	2022-05-22
,	USSL 641E	,	104N	,	41.884996	,	-93.712439	,	2022-05-21
,	USSL 641E	,	103N	,	41.884996	,	-93.712439	,	2022-05-21
,	USSL 641E	,	106N	,	41.884996	,	-93.712439	,	2022-05-21
,	USSL 641E	,	105N	,	41.884996	,	-93.712439	,	2022-05-21
,	USSL 641E	,	102N	,	41.884996	,	-93.712439	,	2022-05-21
,	USSL 6421	,	102C	,	42.048666	,	-94.629221	,	2022-05-20
,	USSL 6421	,	161N	,	42.048666	,	-94.629221	,	2022-05-20
,	USSL 6421	,	191N	,	42.048666	,	-94.629221	,	2022-05-20
,	USSL 6421	,	103N	,	42.048666	,	-94.629221	,	2022-05-20
,	USSL 6430	,	101C	,	42.252582	,	-94.366281	,	2022-06-01
,	USSL 6430	,	103C	,	42.252582	,	-94.366281	,	2022-06-01
,	USSL 6430	,	102C	,	42.252582	,	-94.366281	,	2022-06-01
,	USSL 6430	,	104C	,	42.252582	,	-94.366281	,	2022-06-01
,	USSL 6436	,	101C	,	41.793223	,	-93.575339	,	2022-06-02
,	USSL 6436	,	103C	,	41.793223	,	-93.575339	,	2022-06-02
,	USSL 6436	,	102C	,	41.793223	,	-93.575339	,	2022-06-02
,	USSL 6436	,	105C	,	41.793223	,	-93.575339	,	2022-06-02
,	USSL 6436	,	104C	,	41.793223	,	-93.575339	,	2022-06-02
,	USSL 64H8	,	103N	,	41.879007	,	-93.727693	,	2022-06-04
,	USSL 64H8	,	102C	,	41.879007	,	-93.727693	,	2022-06-04
,	USSL 64H8	,	101N	,	41.879007	,	-93.727693	,	2022-06-04
,	USSL 6511	,	110N	,	41.992627	,	-92.73644400000001	,	2022-05-11
,	USSL 6511	,	112N	,	41.992627	,	-92.73644400000001	,	2022-05-11
,	USSL 6511	,	111N	,	41.992627	,	-92.73644400000001	,	2022-05-11
,	USSL 6511	,	104N	,	41.992627	,	-92.73644400000001	,	2022-05-10
,	USSL 6511	,	102N	,	41.992627	,	-92.73644400000001	,	2022-05-10
,	USSL 6511	,	105N	,	41.992627	,	-92.73644400000001	,	2022-05-10
,	USSL 6511	,	107N	,	41.992627	,	-92.73644400000001	,	2022-05-10
,	USSL 6511	,	103N	,	41.992627	,	-92.73644400000001	,	2022-05-10
,	USSL 6511	,	108N	,	41.992627	,	-92.73644400000001	,	2022-05-10
,	USSL 6511	,	106N	,	41.992627	,	-92.73644400000001	,	2022-05-10
,	USSL 6511	,	109N	,	41.992627	,	-92.73644400000001	,	2022-05-10
,	USSL 6511	,	101N	,	41.992627	,	-92.73644400000001	,	2022-05-10
,	USSL 651B	,	104N	,	41.996193	,	-92.745501	,	2022-05-11
,	USSL 651B	,	102N	,	41.996193	,	-92.745501	,	2022-05-11
,	USSL 651B	,	108N	,	41.996193	,	-92.745501	,	2022-05-11
,	USSL 651B	,	103N	,	41.996193	,	-92.745501	,	2022-05-11
,	USSL 651B	,	111N	,	41.996193	,	-92.745501	,	2022-05-11
,	USSL 651B	,	109N	,	41.996193	,	-92.745501	,	2022-05-11
,	USSL 651B	,	106N	,	41.996193	,	-92.745501	,	2022-05-11
,	USSL 651B	,	107N	,	41.996193	,	-92.745501	,	2022-05-11
,	USSL 651B	,	105N	,	41.996193	,	-92.745501	,	2022-05-11
,	USSL 651B	,	101N	,	41.996193	,	-92.745501	,	2022-05-11
,	USSL 651B	,	110N	,	41.996193	,	-92.745501	,	2022-05-11
,	USSL 651C	,	104N	,	41.989645	,	-92.73963500000001	,	2022-05-10
,	USSL 651C	,	106N	,	41.989645	,	-92.73963500000001	,	2022-05-10
,	USSL 651C	,	103C	,	41.989645	,	-92.73963500000001	,	2022-05-10
,	USSL 651C	,	102N	,	41.989645	,	-92.73963500000001	,	2022-05-10
,	USSL 651C	,	101N	,	41.989645	,	-92.73963500000001	,	2022-05-10
,	USSL 651C	,	161N	,	41.989645	,	-92.73963500000001	,	2022-05-10
,	USSL 6522	,	103C	,	41.807284	,	-92.291251	,	2022-06-04
,	USSL 6522	,	102C	,	41.807284	,	-92.291251	,	2022-06-04
,	USSL 6522	,	101C	,	41.807284	,	-92.291251	,	2022-06-04
,	USSL 6Z01	,	102N	,	41.79395	,	-92.26025199999999	,	2022-05-13
,	USSL 6Z01	,	161N	,	41.79395	,	-92.26025199999999	,	2022-05-13
,	USSL 7420	,	112N	,	41.3859	,	-95.04241	,	2022-05-13
,	USSL 7420	,	184N	,	41.3859	,	-95.04241	,	2022-05-13
,	USSL 7420	,	109N	,	41.3859	,	-95.04241	,	2022-05-13
,	USSL 7420	,	111N	,	41.3859	,	-95.04241	,	2022-05-13
,	USSL 7420	,	102C	,	41.3859	,	-95.04241	,	2022-05-13
,	USSL 7420	,	107N	,	41.3859	,	-95.04241	,	2022-05-13
,	USSL 7420	,	106N	,	41.3859	,	-95.04241	,	2022-05-13
,	USSL 7420	,	110N	,	41.3859	,	-95.04241	,	2022-05-13
,	USSL 7420	,	113N	,	41.3859	,	-95.04241	,	2022-05-13
,	USSL 7420	,	161N	,	41.3859	,	-95.04241	,	2022-05-13
,	USSL 7420	,	105N	,	41.3859	,	-95.04241	,	2022-05-13
,	USSL 7420	,	108N	,	41.3859	,	-95.04241	,	2022-05-13
,	USSL 7420	,	114N	,	41.3859	,	-95.04241	,	2022-05-13
,	USSL 7420	,	183C	,	41.3859	,	-95.04241	,	2022-05-13
,	USSL 7422	,	103N	,	40.784397	,	-94.67	,	2022-05-15
,	USSL 7422	,	101N	,	40.784397	,	-94.67	,	2022-05-15
,	USSL 7422	,	102N	,	40.784397	,	-94.67	,	2022-05-15
,	USSL 742B	,	106N	,	41.39069	,	-95.03876	,	2022-05-12
,	USSL 742B	,	113N	,	41.39069	,	-95.03876	,	2022-05-12
,	USSL 742B	,	103N	,	41.39069	,	-95.03876	,	2022-05-12
,	USSL 742B	,	110N	,	41.39069	,	-95.03876	,	2022-05-12
,	USSL 742B	,	107N	,	41.39069	,	-95.03876	,	2022-05-12
,	USSL 742B	,	114N	,	41.39069	,	-95.03876	,	2022-05-12
,	USSL 742B	,	109N	,	41.39069	,	-95.03876	,	2022-05-12
,	USSL 742B	,	104N	,	41.39069	,	-95.03876	,	2022-05-12
,	USSL 742B	,	112N	,	41.39069	,	-95.03876	,	2022-05-12
,	USSL 742B	,	111N	,	41.39069	,	-95.03876	,	2022-05-12
,	USSL 742B	,	105N	,	41.39069	,	-95.03876	,	2022-05-12
,	USSL 742B	,	108N	,	41.39069	,	-95.03876	,	2022-05-12
,	USSL 742B	,	102N	,	41.39069	,	-95.03876	,	2022-05-11
,	USSL 742B	,	101N	,	41.39069	,	-95.03876	,	2022-05-11
,	USSL 742C	,	103N	,	41.17114	,	-95.02822999999999	,	2022-05-11
,	USSL 742C	,	102N	,	41.17114	,	-95.02822999999999	,	2022-05-11
,	USSL 742C	,	104N	,	41.17114	,	-95.02822999999999	,	2022-05-11
,	USSL 742C	,	101N	,	41.17114	,	-95.02822999999999	,	2022-05-11
,	USSL 742K	,	103N	,	40.79183	,	-94.65244	,	2022-05-17
,	USSL 742K	,	102C	,	40.79183	,	-94.65244	,	2022-05-17
,	USSL 742K	,	105N	,	40.79183	,	-94.65244	,	2022-05-17
,	USSL 742K	,	104N	,	40.79183	,	-94.65244	,	2022-05-17
,	USSL 742K	,	161N	,	40.79183	,	-94.65244	,	2022-05-17
,	USSL 7440	,	107C	,	41.45275	,	-94.14183	,	2022-04-28
,	USSL 7440	,	108C	,	41.45275	,	-94.14183	,	2022-04-28
,	USSL 7440	,	104N	,	41.45275	,	-94.14183	,	2022-04-28
,	USSL 7440	,	105N	,	41.45275	,	-94.14183	,	2022-04-28
,	USSL 7440	,	109N	,	41.45275	,	-94.14183	,	2022-04-28
,	USSL 7440	,	106N	,	41.45275	,	-94.14183	,	2022-04-28
